1.13	3.0
1.88	4.0
2.64	1.0
3.38	2.0
4.13	3.0
4.88	4.0
5.6	1.0
6.34	2.0
7.07	3.0
7.82	4.0
8.56	1.0
9.3	2.0
10.04	3.0
10.79	4.0
11.49	1.0
12.25	2.0
12.96	3.0
13.71	4.0
14.46	1.0
15.2	2.0
15.97	3.0
16.72	4.0
17.48	1.0
18.22	2.0
18.92	3.0
19.66	4.0
20.37	1.0
21.14	2.0
21.88	3.0
22.59	4.0
23.35	1.0
24.08	2.0
24.83	3.0
25.6	4.0
26.33	1.0
27.04	2.0
27.78	3.0
28.53	4.0
29.28	1.0
30.02	2.0
30.76	3.0
31.49	4.0
32.24	1.0
32.98	2.0
33.71	3.0
34.46	4.0
35.19	1.0
35.95	2.0
36.68	3.0
37.42	4.0
38.16	1.0
38.9	2.0
39.65	3.0
40.39	4.0
41.13	1.0
41.86	2.0
42.6	3.0
43.34	4.0
44.09	1.0
44.83	2.0
45.56	3.0
46.31	4.0
47.04	1.0
47.8	2.0
48.53	3.0
49.27	4.0
50.01	1.0
50.75	2.0
51.48	3.0
52.24	4.0
52.99	1.0
53.73	2.0
54.46	3.0
55.2	4.0
55.95	1.0
56.68	2.0
57.42	3.0
58.16	4.0
58.9	1.0
59.64	2.0
60.37	3.0
61.12	4.0
61.86	1.0
62.61	2.0
63.34	3.0
64.08	4.0
64.81	1.0
65.57	2.0
66.31	3.0
67.05	4.0
67.79	1.0
68.53	2.0
69.26	3.0
70.01	4.0
70.75	1.0
71.5	2.0
72.24	3.0
72.99	4.0
73.73	1.0
74.47	2.0
75.2	3.0
75.93	4.0
76.68	1.0
77.41	2.0
78.15	3.0
78.89	4.0
79.63	1.0
80.37	2.0
81.11	3.0
81.86	4.0
82.6	1.0
83.33	2.0
84.09	3.0
84.84	4.0
85.58	1.0
86.32	2.0
87.04	3.0
87.78	4.0
88.54	1.0
89.28	2.0
90.01	3.0
90.74	4.0
91.48	1.0
92.23	2.0
92.97	3.0
93.72	4.0
94.45	1.0
95.2	2.0
95.93	3.0
96.66	4.0
97.38	1.0
98.18	2.0
98.94	3.0
99.75	4.0
100.5	1.0
101.29	2.0
102.02	3.0
102.78	4.0
103.49	1.0
104.25	2.0
104.99	3.0
105.73	4.0
106.46	1.0
107.21	2.0
107.93	3.0
108.69	4.0
109.43	1.0
110.17	2.0
110.91	3.0
111.65	4.0
112.4	1.0
113.14	2.0
113.87	3.0
114.62	4.0
115.35	1.0
116.1	2.0
116.84	3.0
117.58	4.0
118.32	1.0
119.07	2.0
119.8	3.0
120.54	4.0
121.27	1.0
122.03	2.0
122.76	3.0
123.49	4.0
124.24	1.0
124.99	2.0
125.72	3.0
126.46	4.0
127.21	1.0
127.95	2.0
128.68	3.0
129.42	4.0
130.17	1.0
130.92	2.0
131.65	3.0
132.39	4.0
133.13	1.0
133.87	2.0
134.6	3.0
135.35	4.0
136.09	1.0
136.84	2.0
137.57	3.0
138.31	4.0
139.06	1.0
139.81	2.0
140.54	3.0
141.28	4.0
142.01	1.0
142.78	2.0
143.49	3.0
144.25	4.0
145.0	1.0
145.73	2.0
146.47	3.0
147.23	4.0
147.97	1.0
148.7	2.0
149.44	3.0
150.2	4.0
150.93	1.0
151.66	2.0
152.41	3.0
153.13	4.0
153.86	1.0
154.62	2.0
155.37	3.0
156.11	4.0
156.84	1.0
157.57	2.0
158.33	3.0
159.07	4.0
159.82	1.0
160.56	2.0
161.28	3.0
162.02	4.0
162.77	1.0
163.5	2.0
164.24	3.0
164.98	4.0
165.72	1.0
166.47	2.0
167.2	3.0
167.94	4.0
168.68	1.0
169.42	2.0
170.16	3.0
170.9	4.0
171.65	1.0
172.4	2.0
173.13	3.0
173.86	4.0
174.6	1.0
175.35	2.0
176.09	3.0
176.83	4.0
177.57	1.0
178.32	2.0
179.06	3.0
179.79	4.0
180.53	1.0
181.27	2.0
182.02	3.0
182.75	4.0
183.49	1.0
184.25	2.0
184.97	3.0
185.73	4.0
186.45	1.0
187.21	2.0
187.95	3.0
188.69	4.0
189.42	1.0
190.19	2.0
190.91	3.0
191.65	4.0
192.39	1.0
193.14	2.0
193.88	3.0
194.62	4.0
195.36	1.0
196.09	2.0
196.83	3.0
197.58	4.0
198.32	1.0
199.06	2.0
199.79	3.0
200.54	4.0
201.28	1.0
202.04	2.0
202.76	3.0
203.51	4.0
204.25	1.0
204.99	2.0
205.73	3.0
206.48	4.0
207.22	1.0
207.96	2.0
208.7	3.0
209.42	4.0
210.15	1.0
210.9	2.0
211.65	3.0
212.39	4.0
213.09	1.0
213.94	2.0
214.72	3.0
215.59	4.0
216.37	1.0
217.23	2.0
218.04	3.0
218.86	4.0
219.74	1.0
220.61	2.0
221.46	3.0
222.39	4.0
223.31	1.0
224.27	2.0
225.16	3.0
226.08	4.0
227.02	1.0
227.87	2.0
228.77	3.0
229.64	4.0
230.53	1.0
231.4	2.0
