0.19	1.0
1.17	2.0
2.21	3.0
3.24	4.0
4.24	1.0
5.18	2.0
6.18	3.0
7.21	4.0
8.28	1.0
9.31	2.0
10.27	3.0
11.26	4.0
12.28	1.0
13.31	2.0
14.27	3.0
15.25	4.0
16.21	1.0
17.23	2.0
18.18	3.0
19.19	4.0
20.13	1.0
21.09	2.0
21.8	3.0
22.54	4.0
23.02	1.0
23.5	2.0
23.99	3.0
24.46	4.0
24.95	1.0
25.41	2.0
25.89	3.0
26.38	4.0
26.85	1.0
27.34	2.0
27.82	3.0
28.3	4.0
28.78	1.0
29.25	2.0
29.72	3.0
30.2	4.0
30.68	1.0
31.15	2.0
31.63	3.0
32.12	4.0
32.6	1.0
33.11	2.0
33.6	3.0
34.09	4.0
34.58	1.0
35.07	2.0
35.55	3.0
36.01	4.0
36.49	1.0
36.97	2.0
37.45	3.0
37.92	4.0
38.39	1.0
38.86	2.0
39.33	3.0
39.8	4.0
40.28	1.0
40.77	2.0
41.24	3.0
41.71	4.0
42.19	1.0
42.67	2.0
43.13	3.0
43.6	4.0
44.09	1.0
44.56	2.0
45.04	3.0
45.52	4.0
46.0	1.0
46.48	2.0
46.97	3.0
47.44	4.0
47.93	1.0
48.41	2.0
48.89	3.0
49.37	4.0
49.84	1.0
50.32	2.0
50.82	3.0
51.31	4.0
51.81	1.0
52.3	2.0
52.78	3.0
53.25	4.0
53.76	1.0
54.25	2.0
54.74	3.0
55.19	4.0
55.66	1.0
56.14	2.0
56.6	3.0
57.05	4.0
57.51	1.0
57.99	2.0
58.45	3.0
58.92	4.0
59.42	1.0
59.9	2.0
60.38	3.0
60.84	4.0
61.31	1.0
61.79	2.0
62.26	3.0
62.74	4.0
63.2	1.0
63.67	2.0
64.15	3.0
64.62	4.0
65.09	1.0
65.56	2.0
66.02	3.0
66.5	4.0
66.98	1.0
67.46	2.0
67.93	3.0
68.4	4.0
68.88	1.0
69.38	2.0
69.84	3.0
70.23	4.0
70.59	1.0
70.99	2.0
71.36	3.0
71.75	4.0
72.11	1.0
72.49	2.0
72.87	3.0
73.32	4.0
73.78	1.0
74.26	2.0
74.73	3.0
75.19	4.0
75.66	1.0
76.14	2.0
76.6	3.0
77.05	4.0
77.5	1.0
77.99	2.0
78.45	3.0
78.93	4.0
79.41	1.0
79.86	2.0
80.35	3.0
80.82	4.0
81.29	1.0
81.76	2.0
82.25	3.0
82.71	4.0
83.18	1.0
83.66	2.0
84.13	3.0
84.59	4.0
85.05	1.0
85.52	2.0
85.98	3.0
86.47	4.0
86.93	1.0
87.39	2.0
87.85	3.0
88.31	4.0
88.78	1.0
89.24	2.0
89.71	3.0
90.2	4.0
90.66	1.0
91.15	2.0
91.65	3.0
92.16	4.0
92.64	1.0
93.15	2.0
93.65	3.0
94.16	4.0
94.63	1.0
95.12	2.0
95.59	3.0
96.04	4.0
96.51	1.0
97.0	2.0
97.46	3.0
97.94	4.0
98.43	1.0
98.89	2.0
99.37	3.0
99.84	4.0
100.32	1.0
100.78	2.0
101.26	3.0
101.72	4.0
102.2	1.0
102.67	2.0
103.15	3.0
103.6	4.0
104.08	1.0
104.55	2.0
105.03	3.0
105.49	4.0
105.97	1.0
106.43	2.0
106.91	3.0
107.38	4.0
107.84	1.0
108.3	2.0
108.76	3.0
109.22	4.0
109.69	1.0
110.16	2.0
110.61	3.0
111.07	4.0
111.52	1.0
112.02	2.0
112.5	3.0
112.95	4.0
113.42	1.0
113.91	2.0
114.38	3.0
114.84	4.0
115.32	1.0
115.8	2.0
116.28	3.0
116.73	4.0
117.2	1.0
117.68	2.0
118.16	3.0
118.61	4.0
119.08	1.0
119.56	2.0
120.02	3.0
120.48	4.0
120.94	1.0
121.43	2.0
121.9	3.0
122.37	4.0
122.82	1.0
123.29	2.0
123.79	3.0
124.28	4.0
124.74	1.0
125.25	2.0
125.79	3.0
126.29	4.0
126.79	1.0
127.28	2.0
127.78	3.0
128.31	4.0
128.8	1.0
129.26	2.0
129.74	3.0
130.19	4.0
130.66	1.0
131.13	2.0
131.59	3.0
132.05	4.0
132.49	1.0
132.97	2.0
133.44	3.0
133.9	4.0
134.38	1.0
134.86	2.0
135.34	3.0
135.81	4.0
136.29	1.0
136.77	2.0
137.25	3.0
137.71	4.0
138.18	1.0
138.66	2.0
139.13	3.0
139.59	4.0
140.06	1.0
140.52	2.0
140.99	3.0
141.46	4.0
141.94	1.0
142.42	2.0
142.9	3.0
143.36	4.0
143.84	1.0
144.31	2.0
144.79	3.0
145.25	4.0
145.72	1.0
146.19	2.0
146.67	3.0
147.13	4.0
147.61	1.0
148.1	2.0
148.56	3.0
149.06	4.0
149.53	1.0
150.0	2.0
150.47	3.0
150.94	4.0
151.42	1.0
151.87	2.0
152.35	3.0
152.87	4.0
153.42	1.0
154.01	2.0
154.68	3.0
155.29	4.0
155.96	1.0
156.57	2.0
157.23	3.0
157.86	4.0
158.52	1.0
159.16	2.0
159.77	3.0
160.44	4.0
161.05	1.0
161.72	2.0
