0.48	3.0
1.21	4.0
1.93	1.0
2.64	2.0
3.37	3.0
4.08	4.0
4.78	1.0
5.5	2.0
6.21	3.0
6.92	4.0
7.64	1.0
8.34	2.0
9.06	3.0
9.76	4.0
10.47	1.0
11.16	2.0
11.88	3.0
12.62	4.0
13.33	1.0
14.01	2.0
14.7	3.0
15.37	4.0
16.08	1.0
16.81	2.0
17.52	3.0
18.25	4.0
18.97	1.0
19.7	2.0
20.41	3.0
21.13	4.0
21.84	1.0
22.58	2.0
23.3	3.0
24.02	4.0
24.74	1.0
25.46	2.0
26.19	3.0
26.91	4.0
27.61	1.0
28.33	2.0
29.04	3.0
29.76	4.0
30.5	1.0
31.23	2.0
31.93	3.0
32.65	4.0
33.37	1.0
34.09	2.0
34.81	3.0
35.52	4.0
36.2	1.0
36.94	2.0
37.68	3.0
38.38	4.0
39.08	1.0
39.8	2.0
40.52	3.0
41.23	4.0
41.93	1.0
42.66	2.0
43.35	3.0
44.05	4.0
44.75	1.0
45.48	2.0
46.16	3.0
46.86	4.0
47.57	1.0
48.27	2.0
48.98	3.0
49.69	4.0
50.39	1.0
51.09	2.0
51.78	3.0
52.48	4.0
53.18	1.0
53.88	2.0
54.56	3.0
55.25	4.0
55.95	1.0
56.68	2.0
57.4	3.0
58.11	4.0
58.8	1.0
59.54	2.0
60.23	3.0
60.94	4.0
61.63	1.0
62.35	2.0
63.03	3.0
63.73	4.0
64.44	1.0
65.16	2.0
65.87	3.0
66.58	4.0
67.31	1.0
68.01	2.0
68.73	3.0
69.42	4.0
70.16	1.0
70.88	2.0
71.58	3.0
72.29	4.0
73.01	1.0
73.71	2.0
74.42	3.0
75.13	4.0
75.84	1.0
76.55	2.0
77.27	3.0
77.97	4.0
78.67	1.0
79.43	2.0
80.13	3.0
80.82	4.0
81.52	1.0
82.24	2.0
82.96	3.0
83.67	4.0
84.37	1.0
85.09	2.0
85.77	3.0
86.45	4.0
87.13	1.0
87.87	2.0
88.57	3.0
89.26	4.0
89.94	1.0
90.67	2.0
91.39	3.0
92.08	4.0
92.78	1.0
93.49	2.0
94.22	3.0
94.89	4.0
95.65	1.0
96.36	2.0
97.08	3.0
97.78	4.0
98.49	1.0
99.18	2.0
99.86	3.0
100.55	4.0
101.25	1.0
101.98	2.0
102.65	3.0
103.33	4.0
104.0	1.0
104.73	2.0
105.42	3.0
106.1	4.0
106.82	1.0
107.51	2.0
108.2	3.0
108.88	4.0
109.57	1.0
110.26	2.0
110.94	3.0
111.63	4.0
112.32	1.0
113.03	2.0
113.72	3.0
114.43	4.0
115.11	1.0
115.83	2.0
116.52	3.0
117.21	4.0
117.9	1.0
118.63	2.0
119.31	3.0
120.01	4.0
120.69	1.0
121.38	2.0
122.08	3.0
122.81	4.0
123.51	1.0
124.21	2.0
124.88	3.0
125.62	4.0
126.29	1.0
127.02	2.0
127.71	3.0
128.41	4.0
129.15	1.0
129.82	2.0
130.5	3.0
131.2	4.0
131.88	1.0
132.57	2.0
133.29	3.0
134.0	4.0
134.69	1.0
135.41	2.0
136.08	3.0
136.78	4.0
137.46	1.0
138.17	2.0
138.86	3.0
139.57	4.0
140.27	1.0
140.96	2.0
141.66	3.0
142.33	4.0
143.01	1.0
143.67	2.0
144.34	3.0
145.03	4.0
145.7	1.0
146.4	2.0
147.1	3.0
147.79	4.0
148.46	1.0
149.17	2.0
149.84	3.0
150.52	4.0
151.19	1.0
151.85	2.0
152.52	3.0
153.2	4.0
153.85	1.0
154.52	2.0
155.21	3.0
155.92	4.0
156.6	1.0
157.31	2.0
158.01	3.0
158.72	4.0
159.41	1.0
160.12	2.0
160.82	3.0
161.51	4.0
162.23	1.0
162.92	2.0
163.6	3.0
164.31	4.0
165.01	1.0
165.71	2.0
166.4	3.0
167.1	4.0
167.79	1.0
168.46	2.0
169.16	3.0
169.86	4.0
170.56	1.0
171.26	2.0
171.96	3.0
172.65	4.0
173.34	1.0
174.04	2.0
174.71	3.0
175.4	4.0
176.09	1.0
176.76	2.0
177.43	3.0
178.12	4.0
178.79	1.0
179.49	2.0
180.16	3.0
180.85	4.0
181.54	1.0
182.22	2.0
182.9	3.0
183.57	4.0
184.25	1.0
184.95	2.0
185.62	3.0
186.28	4.0
186.96	1.0
187.64	2.0
188.31	3.0
188.99	4.0
189.67	1.0
190.33	2.0
191.01	3.0
191.71	4.0
192.38	1.0
193.07	2.0
193.77	3.0
194.44	4.0
195.12	1.0
195.79	2.0
196.45	3.0
197.1	4.0
197.77	1.0
198.45	2.0
199.12	3.0
199.79	4.0
200.48	1.0
201.15	2.0
201.82	3.0
202.5	4.0
203.17	1.0
203.85	2.0
204.51	3.0
205.16	4.0
205.82	1.0
206.51	2.0
207.16	3.0
207.83	4.0
208.45	1.0
209.15	2.0
209.83	3.0
210.48	4.0
211.18	1.0
211.86	2.0
212.5	3.0
213.19	4.0
213.87	1.0
214.52	2.0
215.2	3.0
215.86	4.0
216.5	1.0
217.18	2.0
217.85	3.0
218.5	4.0
219.16	1.0
219.86	2.0
220.54	3.0
221.21	4.0
221.88	1.0
222.57	2.0
223.24	3.0
223.92	4.0
224.59	1.0
225.28	2.0
225.94	3.0
226.62	4.0
227.28	1.0
227.97	2.0
228.65	3.0
229.34	4.0
230.03	1.0
230.7	2.0
231.39	3.0
232.07	4.0
232.74	1.0
233.42	2.0
234.09	3.0
234.75	4.0
235.42	1.0
236.1	2.0
236.78	3.0
237.42	4.0
238.09	1.0
238.77	2.0
239.42	3.0
240.07	4.0
240.74	1.0
241.4	2.0
242.07	3.0
242.71	4.0
243.36	1.0
244.03	2.0
244.69	3.0
245.36	4.0
246.01	1.0
246.67	2.0
247.32	3.0
247.95	4.0
248.6	1.0
249.28	2.0
249.92	3.0
250.57	4.0
251.23	1.0
251.91	2.0
252.57	3.0
253.22	4.0
253.88	1.0
254.55	2.0
255.22	3.0
255.88	4.0
256.57	1.0
257.27	2.0
257.97	3.0
258.65	4.0
259.32	1.0
260.02	2.0
260.69	3.0
261.36	4.0
262.02	1.0
262.71	2.0
263.39	3.0
264.06	4.0
264.74	1.0
265.43	2.0
266.13	3.0
266.8	4.0
267.51	1.0
268.2	2.0
268.89	3.0
269.56	4.0
270.25	1.0
270.91	2.0
271.61	3.0
